id_eess,codigo_renaes,categoria,nombre,diresa,red,direccion,longitud,latitud,id_ubigeo;
15651,16106,I-3,CENTRO ODONTOLOGICO DE LA UNIVERSIDAD WIENER,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,AVENIDA AV AREQUIPA Nº 440-444 DISTRITO LIMA PROVINCIA LIMA DEPARTAMENTO LIMA,-77.0370015,-12.0695043,1281;
15658,16113,II-E,CLINICA ZIEGLER CIRUGIA PLASTICA,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,AVENIDA AV. GUARDIA CIVIL Nº 990 DISTRITO SAN ISIDRO PROVINCIA LIMA DEPARTAMENTO LIMA,-77.01420677,-12.10159116,1311;
15666,16121,II-E,CENTRO MEDICO AVENDAÑO S.A.C.,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,CALLE CALLE LEONIDAS AVENDAÑO Nº 116 DISTRITO MIRAFLORES PROVINCIA LIMA DEPARTAMENTO LIMA,-77.02458737,-12.1310184,1302;
15786,16321,I-3,SANNOE SAC,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,AVENIDA AV BRASIL Nº 1215 DISTRITO JESUS MARIA PROVINCIA LIMA DEPARTAMENTO LIMA,-77.05053771,-12.07159012,1293;
15814,16350,SD,NEFRODIAL SAC,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,JIRÓN JIRÓN CHAVIN  Nº 033 - URB CHACRA COLORADA DISTRITO BREÑA PROVINCIA LIMA DEPARTAMENTO LIMA,-77.04458377,-12.05219469,1285;
15845,16381,I-3,DIGESALUD,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,JIRÓN JR CABO GUTARRA 208 DISTRITO PUEBLO LIBRE PROVINCIA LIMA DEPARTAMENTO LIMA,-77.062451,-12.083649,1301;
15934,16470,I-1,SONRI DENT,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,AVENIDA AVENIDA GENERAL GARZON 782 IITERIOR A DISTRITO JESUS MARIA PROVINCIA LIMA DEPARTAMENTO LIMA,-77.04615206,-12.06787047,1293;
"16006,16542,I-2,CONSULTORIO MEDICO DE CIRUGIA PLASTICA,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,""AVENIDA AV. AREQUIPA 2685, OF. 510 DISTRITO LINCE PROVINCIA LIMA DEPARTAMENTO LIMA"",-77.03344579,-12.09041757,1296";
16119,16655,I-1,WAITING FOR YOUR BABY,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,CALLE CALLE BEETHOVEN 622-626 URB SAN BORJA SUR DISTRITO SAN BORJA PROVINCIA LIMA DEPARTAMENTO LIMA,-76.991991,-12.0995028,1310;
"16249,16786,I-3,ONCOSALUD,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,""AVENIDA AV. GUARDIA CIVIL 545,571,585 MANZANA B5 LOTE 06-09 URBANIZACIÓN CORPAC 1ERA ZONA DISTRITO SAN BORJA PROVINCIA LIMA DEPARTAMENTO LIMA"",-77.0117551,-12.0975184,1310";
"16395,16936,I-2,AGUILAR CIRUGÍA PLÁSTICA,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,""AVENIDA AV. AREQUIPA 210, URB SANTA BEATRIZ DISTRITO LIMA PROVINCIA LIMA DEPARTAMENTO LIMA"",-77.03747324,-12.06591702,1281";
16479,17024,III-1,HOSPITAL  MILITAR LUIS ARIAS SCHEREIBER,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,AVENIDA AV FAUSTINO SANCHEZ CARRION S/N (EX. AV PERSHIN S/N) S/N AV FAUSTINO SANCHEZ CARRION S/N (EX. AV PERSHIN S/N) JESUS MARIA LIMA LIMA,-77.0619786,-12.0871197,1293;
16597,17142,I-2,POLICLINICO GESSALUD E.I.R.L.,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,AVENIDA AV. CONTRALMIRANTE MONTERO (ANTES AV. ALBERTO DEL CAMPO) N° 1008 -2DO PISO MAGDALENA DEL MAR DISTRITO MAGDALENA DEL MAR PROVINCIA LIMA DEPARTAMENTO LIMA,-77.0658688,-12.0898387,1300;
16618,17163,I-1,CONSULTORIO DENTAL VIRGEN DEL CARMEN,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,OTROS SV. MZ H-1 LT. 12 - PROGRAMA CIUDAD MARISCAL CACERES SECTOR II DISTRITO SAN JUAN DE LURIGANCHO PROVINCIA LIMA DEPARTAMENTO LIMA,-76.98067344,-11.95624342,1312;
16625,17172,I-3,IMM S.A.C.,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,AVENIDA AV. JAVIER PRADO ESTE 1476 DISTRITO SAN ISIDRO PROVINCIA LIMA DEPARTAMENTO LIMA,-77.0114045,-12.0895371,1311;
16648,17197,SD,CENTRO DE DIALISIS VIRGEN DEL LOURDES,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,AVENIDA AV. GRAN CHIMU 1853-A URB. ZARATE DISTRITO SAN JUAN DE LURIGANCHO PROVINCIA LIMA DEPARTAMENTO LIMA,-76.9830262,-12.0243258,1312;
16837,17391,I-3,POLICLINICO COIP,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,AVENIDA ESPAÑA NÚMERO 323 DISTRITO LIMA PROVINCIA LIMA DEPARTAMENTO LIMA,-77.03984441,-12.05829209,1281;
"16983,17540,I-3,MEPSO,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,""AVENIDA AVENIDA UNIVERSITARIA 407, 1ER Y 2DO PISO URB PANDO 7MA ETAPA DISTRITO SAN MIGUEL PROVINCIA LIMA DEPARTAMENTO LIMA"",-77.0838399,-12.0867487,1316";
"17019,17576,I-3,CHECK SALUD,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,""AVENIDA AV. CARLOS VILLARÁN Nº 381, 1ER Y 2DO PISO URB. SANTA CATALINA DISTRITO LA VICTORIA PROVINCIA LIMA DEPARTAMENTO LIMA"",-77.02096486,-12.08878179,1295";
17138,17695,I-3,CENTRO DE ATENCION PRIMARIA III ALFREDO PIAZZA ROBERTS-GSPN I Y II-RPA-ESSALUD,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,CALLE CALLE LAS LILAS 223 SAN EUGENIO -LINCE DISTRITO LINCE PROVINCIA LIMA DEPARTAMENTO LIMA,-77.0275266,-12.086601,1296;
17557,18127,I-2,CENTRO ESPECIALIZADO DE DIAGNOSTICO  PAOLSA,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,AVENIDA AV. VENEZUELA  N° 625     OFICINA   321-310-320-301 DISTRITO BREÑA PROVINCIA LIMA DEPARTAMENTO LIMA,-77.0427857,-12.054682,1285;
"17561,18131,I-2,CONSULTORIO DE OJOS PRIMAVERA,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,""AVENIDA AV. PROLONGACION PRIMAVERA N° 887, URB. CHACARILLA DEL ESTANQUE DISTRITO SAN BORJA PROVINCIA LIMA DEPARTAMENTO LIMA"",-76.9835449,-12.1102978,1310";
17606,18179,I-2,CONSULTORIOS MÉDICOS SAN LUIS,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,AVENIDA AVENIDA SAN LUIS 938 URB. LAS MORAS DISTRITO SAN LUIS PROVINCIA LIMA DEPARTAMENTO LIMA,-77.00087584,-12.0757621,1314;
"17672,18245,I-3,SERVICIOS MEDICOS VALE UN PERU,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,""JIRÓN JR. GRAN PAJATEN Nº 352 SECTOR C, URB. ZARATE DISTRITO SAN JUAN DE LURIGANCHO PROVINCIA LIMA DEPARTAMENTO LIMA"",-76.98610172,-12.02317717,1312";
17948,18522,SD,UNILABS PATHOLOGY DIAGNOSTICS,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,AVENIDA AVENIDA GREGORIO ESCOBEDO 612 DISTRITO JESUS MARIA PROVINCIA LIMA DEPARTAMENTO LIMA,-77.0435289,-12.0750295,1293;
"18063,18641,I-1,""TOPICO DE ENFERMERIA DE LA IEI """"NIÑO JESUS DE PRAGA"""""",LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,CALLE CALLE ANDREA DEL SARTO N° 300 DISTRITO SAN BORJA PROVINCIA LIMA DEPARTAMENTO LIMA,-76.9946449,-12.0954417,1310";
18359,18937,I-1,CONSULTORIO DENTAL BLUE,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,JIRÓN JIRON PEDRO CONDE 310 OFICINA 204 DISTRITO LINCE PROVINCIA LIMA DEPARTAMENTO LIMA,-77.03276328,-12.08792007,1296;
"18379,18957,I-1,DENTAL LAS TORRES,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,""AVENIDA AV. JOSÉ GALVEZ N° 2416, 2DO PISO DISTRITO LINCE PROVINCIA LIMA DEPARTAMENTO LIMA"",-77.029121,-12.087601,1296";
18380,18958,I-1,CONSULTORIO  PSICOLÓGICO VIRGEN DE COPACABANA,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,JIRÓN JIRON CANGALLO N° 465 DPTO 107 DISTRITO LIMA PROVINCIA LIMA DEPARTAMENTO LIMA,-77.02097095,-12.05271144,1281;
18414,18992,I-3,KONEXXION MEDICA,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,AVENIDA AVENIDA GUARDIA CIVIL 718 DISTRITO SAN ISIDRO PROVINCIA LIMA DEPARTAMENTO LIMA,-77.0116051,-12.0966042,1311;
"18551,19129,I-2,HYPNOS SRL,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,""AVENIDA AV. GREGORIO ESCOBEDO Nº 676, CONSULTORIO 813 DISTRITO JESUS MARIA PROVINCIA LIMA DEPARTAMENTO LIMA"",-77.0435289,-12.0750295,1293";
18587,19167,I-3,MEDICIS,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,AVENIDA AV. JAVIER PRADO OESTE #304 DISTRITO MAGDALENA DEL MAR PROVINCIA LIMA DEPARTAMENTO LIMA,-77.06483579,-12.0910398,1300;
18717,19297,I-3,DERMOSALUD,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,AVENIDA AV. MANUEL CIPRIANO DULANTO 1005-1009 DISTRITO PUEBLO LIBRE PROVINCIA LIMA DEPARTAMENTO LIMA,-77.0651341,-12.0787692,1301;
"18719,19299,I-2,CONSULTORIO ONCOLÓGICO MEDICARTE,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,""CALLE CALLE ROSA TOLEDO 405, OFICINA 101 DISTRITO PUEBLO LIBRE PROVINCIA LIMA DEPARTAMENTO LIMA"",-77.06559289,-12.07652537,1301";
"18848,19429,I-1,MIADENT,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,""AVENIDA AVENIDA HORACIO URTEAGA 1392, SEGUNDO PISO, INTERIOR B, JESUS MARIA DISTRITO JESUS MARIA PROVINCIA LIMA DEPARTAMENTO LIMA"",-77.0494686,-12.0749905,1293";
18907,19488,I-2,CANADA VISION,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,AVENIDA AVENIDA CANADA 3339/ URBANIZACION JAVIER PRADO CUARTA ETAPA DISTRITO SAN LUIS PROVINCIA LIMA DEPARTAMENTO LIMA,-76.99528,-12.0812401,1314;
18994,19575,I-3,POLICLINICO SERVILAB,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,JIRÓN JR.RIO MOCHE MZ B LT 7 URB.JESUS OROPEZA CHONTA-CANTO GRANDE SJL DISTRITO SAN JUAN DE LURIGANCHO PROVINCIA LIMA DEPARTAMENTO LIMA,-77.00317229,-11.96734504,1312;
"19016,19597,SD,BOCANEGRA GARCIA EDUARDO ANTONIO,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,""AV. VENEZUELA N° 625, 2DO PISO, OFICINA 213"",-77.04271796,-12.05463059,1285";
19309,19895,SD,DENTAL KAHN,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,JIRÓN JR. PIETRO CAVALLINI NRO 296 MZ.D7 LT.01 SAN BORJA I ETAPA / 7MO SECTOR DISTRITO SAN BORJA PROVINCIA LIMA DEPARTAMENTO LIMA,-76.98968636,-12.0894963,1310;
"19449,20035,I-1,CONSULTORIO DENTAL VALDENT,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,""AVENIDA AV GRAN CHIMU 679 A,URBANIZACION ZARATE DISTRITO SAN JUAN DE LURIGANCHO PROVINCIA LIMA DEPARTAMENTO LIMA"",-77.002726,-12.025933,1312";
19491,20077,I-2,CEN DE ALERGIA E INMULOLOGIA,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,AVENIDA AV. JAVIER PRADO ESTE 1010 INT. 501 SAN ISIDRO DISTRITO SAN ISIDRO PROVINCIA LIMA DEPARTAMENTO LIMA,-77.0181231,-12.0906808,1311;
19614,20202,SD,ODONTOLOGIA INTEGRAL,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,AVENIDA AV. RIVA AGUERO NRO. 470 DISTRITO SAN MIGUEL PROVINCIA LIMA DEPARTAMENTO LIMA,-77.0846238,-12.080181,1316;
19749,20338,I-1,SMILING ODONTOLOGIA ESPECIALIZADA,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,AVENIDA AV. LOS JARDINES ESTE 856 III ETAPA INCA MANCO CAPAC DISTRITO SAN JUAN DE LURIGANCHO PROVINCIA LIMA DEPARTAMENTO LIMA,-76.9972847,-12.0019728,1312;
20023,20612,SD,ORTOPEDIA FRIAS,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,AVENIDA AV.BRASIL N°645 1ER PISO DISTRITO JESUS MARIA PROVINCIA LIMA DEPARTAMENTO LIMA,-77.0459439,-12.065944,1293;
20117,20707,SD,HORMONE LAB,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,AVENIDA AV. JAVIER PRADO ESTE 1038 INT. 801 DISTRITO SAN ISIDRO PROVINCIA LIMA DEPARTAMENTO LIMA,-77.0188916,-12.0903631,1311;
20456,21048,I-1,LIMA DENT,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,AVENIDA AV. SIMON BOLIVAR 870 OFICINA 226 DISTRITO PUEBLO LIBRE PROVINCIA LIMA DEPARTAMENTO LIMA,-77.06131137,-12.07128222,1301;
"20844,21440,SD,CENTRO DIAGNÓSTICO LILABS E.I.R.L.,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,""AVENIDA AV. SANCHEZ CARRION, FAUSTINO Nro: S/N Cdra. 2 - (Ex. Pershing) HOSPITAL MILITAR CENTRAL - PABELLON """"B"""" SÓTANO DISTRITO JESUS MARIA PROVINCIA LIMA DEPARTAMENTO LIMA"",-77.06072633,-12.0870696,1293";
21165,21762,SD,CENTRAL DE REFERENCIAS Y CONTRARREFERENCIAS- DIRIS LIMA CENTRO,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,JIRÓN JIRÓN CANTO RODADO S/N NÚMERO S/N DISTRITO SAN JUAN DE LURIGANCHO PROVINCIA LIMA DEPARTAMENTO LIMA,-77.0065573,-11.9942159,1312;
21236,21833,I-1,DENTAL MARCOS,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,CALLE CALLE VALDELOMAR 524 DISTRITO PUEBLO LIBRE PROVINCIA LIMA DEPARTAMENTO LIMA,-77.06685,-12.070991,1301;
"21431,22029,SD,CENTRO DE CIRUGIA DE OBESIDAD DE LIMA,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,""AVENIDA AV. REPUBLICA DE PANAMA 3418, INTERIOR 2102 DISTRITO SAN ISIDRO PROVINCIA LIMA DEPARTAMENTO LIMA"",-77.0205373,-12.0978146,1311";
21506,22104,SD,DIRECCION DE SERVICIOS DE ATENCION MOVIL DE URGENCIAS Y EMERGENCIAS,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,JAVIER PRADO OESTE Nº355,-77.0357886,-12.0927846,1311;
21533,23022,II-E,CLINICA AVANSALUD,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,AVENIDA DEL EJERCITO N?ERO 1020 URBANIZACI? SALAVERRY DISTRITO MAGDALENA DEL MAR PROVINCIA LIMA DEPARTAMENTO LIMA,-77.06196255,-12.10073084,1300;
21869,23391,I-1,ODONTOCITY,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,OTROS JR. RESTAURACION N° 286 2PISO DISTRITO BREÑA PROVINCIA LIMA DEPARTAMENTO LIMA,-77.0484827,-12.064474,1285;
21916,23441,I-1,CENTRO ODONTOLOGICO AMERICANO - SAN MIGUEL EL CAMPILLO,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,CALLE AYARSA DE MORALES NÚMERO 237 URBANIZACIÓN EL CAMPILLO DISTRITO SAN MIGUEL PROVINCIA LIMA DEPARTAMENTO LIMA,-77.0795752,-12.07983066,1316;
21950,23475,I-2,OPTICA DORADA,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,AVENIDA CUBA NÚMERO 1237 DISTRITO JESUS MARIA PROVINCIA LIMA DEPARTAMENTO LIMA,-77.04720295,-12.07527949,1293;
21984,23509,I-3,MEDICINA EMPRESARIAL DE PREVENCIÓN EN SALUD OCUPACIONAL SAC,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,AVENIDA ANGAMOS ESTE NÚMERO 2624 URBANIZACIÓN VIPEP DISTRITO SURQUILLO PROVINCIA LIMA DEPARTAMENTO LIMA,-76.9968294,-12.1117273,1321;
22132,23670,I-1,CONSULTORIO DENTAL DIAZDENT GOMEZ,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,OTROS Asentamiento Humano Señor de Luren MANZANA D LOTE 12 DISTRITO SAN JUAN DE LURIGANCHO PROVINCIA LIMA DEPARTAMENTO LIMA,-77.02074291,-11.98690226,1312;
22143,23684,I-2,MULTILAB,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,AVENIDA Alfonso Ugarte NÚMERO 1418 DISTRITO BREÑA PROVINCIA LIMA DEPARTAMENTO LIMA,-77.0419386,-12.0586098,1285;
22169,23710,I-3,CENTRO MEDICO EPSIMEDIC,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,AVENIDA TRINIDAD MORAN NÚMERO 653 DISTRITO LINCE PROVINCIA LIMA DEPARTAMENTO LIMA,-77.0386737,-12.0899054,1296;
22270,23812,I-3,MEDICAL CHECK,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,CALLE DOMINGO ELIAS NÚMERO 736 Y 740 PISO 4 DISTRITO SURQUILLO PROVINCIA LIMA DEPARTAMENTO LIMA,-77.024066,-12.112334,1321;
22272,23814,SD,DOMICILAB,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,PASAJE LOS PINOS NÚMERO 156 PISO 1 INTERIOR 11 DISTRITO MIRAFLORES PROVINCIA LIMA DEPARTAMENTO LIMA,-77.0306735,-12.1235329,1302;
22291,23833,II-E,INSTITUTO OFTALMOLOGICO LA LUZ SOCIEDAD ANONIMA CERRADA - INSTITUTO OFTALMOLOGICO,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,AVENIDA Arequipa NÚMERO 1148 PISO 3 DISTRITO LIMA PROVINCIA LIMA DEPARTAMENTO LIMA,-77.03589934,-12.07609472,1281;
22667,24220,I-2,C. OFTALMOLOGICO VISTA,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,AVENIDA TINGO MARIA NÚMERO 451 PISO 1 DISTRITO BREÑA PROVINCIA LIMA DEPARTAMENTO LIMA,-77.0506617,-12.0584783,1285;
22778,24331,I-1,ODONTOPLANET CONSULTORIO ODONTOLÓGICO,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,AVENIDA Primavera NÚMERO 607 613 PISO 2 DEPARTAMENTO 203 INTERIOR 203 URBANIZACIÓN Chacarilla DISTRITO SAN BORJA PROVINCIA LIMA DEPARTAMENTO LIMA,-76.9868796,-12.1104994,1310;
22831,24384,I-1,CONSULTORIO DENTAL DENTO +,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,JIRÓN ayacucho NÚMERO 212 PISO 1 URBANIZACIÓN oyague DISTRITO MAGDALENA DEL MAR PROVINCIA LIMA DEPARTAMENTO LIMA,-77.069999,-12.0904353,1300;
22921,24476,I-1,DENTAL SAN MARCOS,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,AVENIDA german amezaga NÚMERO 334 PISO 2 URBANIZACIÓN oscar R. Benavides DISTRITO LIMA PROVINCIA LIMA DEPARTAMENTO LIMA,-76.9749855,-12.1681004,1281;
22993,24550,I-2,MEDICGYN,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,AVENIDA SAN MARTIN NÚMERO 450 PISO 2 DISTRITO PUEBLO LIBRE PROVINCIA LIMA DEPARTAMENTO LIMA,-77.0618409,-12.0726793,1301;
23165,24727,II-E,CLÍNICA SANTO TORIBIO,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,JIRÓN CHANCAY 762 LIMA LIMA LIMA,-77.0396127,-12.0473682,1281;
"23173,24735,SD,CLINICA INTERNACIONAL - MAD,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,""JIRÓN WASHINGTON 1407, 1409 Y AV. ESPAÑA N°261, 267 y 299 NÚMERO S/N DISTRITO LIMA PROVINCIA LIMA DEPARTAMENTO LIMA"",-77.03903294,-12.05918775,1281";
23239,24804,I-1,ACOSTA ESPECIALISTAS DENTALES,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,CALLE CARLOS TENAUD NÚMERO 106 DISTRITO MIRAFLORES PROVINCIA LIMA DEPARTAMENTO LIMA,-77.03020344,-12.10877766,1302;
23282,24852,I-3,DOKTUZ,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,AVENIDA La Marina NÚMERO 3297 3299 DISTRITO SAN MIGUEL PROVINCIA LIMA DEPARTAMENTO LIMA,-77.100242,-12.0744069,1316;
23506,25084,I-2,IESPEDSAC,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,CALLE TOMAS RAMSEY NÚMERO 930 PISO 5 DEPARTAMENTO 501 DISTRITO MAGDALENA DEL MAR PROVINCIA LIMA DEPARTAMENTO LIMA,-77.05843604,-12.09217018,1300;
23507,25085,I-1,GRUPO DLI,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,AVENIDA LAS LOMAS NÚMERO 1398 PISO 2 DEPARTAMENTO 1 URBANIZACIÓN MANGOMARCA DISTRITO SAN JUAN DE LURIGANCHO PROVINCIA LIMA DEPARTAMENTO LIMA,-76.98337442,-12.01180661,1312;
23509,25087,I-3,NEUROLOGIA DIGITAL,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,AVENIDA General Felipe Salaverry NÚMERO 1075 URBANIZACIÓN Fundo Oyague DISTRITO JESUS MARIA PROVINCIA LIMA DEPARTAMENTO LIMA,-77.0419054,-12.076169,1293;
23512,25090,I-1,SAN FRANCISCO CONSULTORIO DENTAL,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,AVENIDA del aire 1583 NÚMERO 1583 PISO 1 DEPARTAMENTO 1 LOTE 17 URBANIZACIÓN La Viña DISTRITO SAN LUIS PROVINCIA LIMA DEPARTAMENTO LIMA,-76.993339,-12.0750916,1314;
23518,25097,SD,DIAGNOSCAN DIAGNOSTICO POR IMÁGENES,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,JIRÓN MIGUEL ALJOVIN NÚMERO 208 PISO 1 DISTRITO LIMA PROVINCIA LIMA DEPARTAMENTO LIMA,-77.0768952,-12.0274012,1281;
23535,25114,SD,CENTRO MEDICO ESPECIALIZADO LA UNION,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,AVENIDA JAVIER PRADO OESTE NÚMERO 757 PISO 9 DEPARTAMENTO 905 DISTRITO MAGDALENA DEL MAR PROVINCIA LIMA DEPARTAMENTO LIMA,-77.06141061,-12.09292027,1300;
23597,25179,I-1,CONSULTORIO ODONTOLOGICO BUSTINZA,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,AVENIDA TUSILAGOS NÚMERO 387 URBANIZACIÓN APV ASCARRANUZ DISTRITO SAN JUAN DE LURIGANCHO PROVINCIA LIMA DEPARTAMENTO LIMA,-77.00774229,-12.01281665,1312;
23604,25190,I-2,B Y M FISIOTERAPIA,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,AVENIDA GUARDIA CIVIL NÚMERO 482 INTERIOR 501 DISTRITO SAN ISIDRO PROVINCIA LIMA DEPARTAMENTO LIMA,-77.00955547,-12.09294388,1311;
23605,25191,I-2,CONSULTORIOS MCH,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,AVENIDA JAVIER PRADO ESTE NÚMERO 312 DEPARTAMENTO 901 DISTRITO SAN ISIDRO PROVINCIA LIMA DEPARTAMENTO LIMA,-77.03107751,-12.09211773,1311;
23719,25313,I-1,DENTISSIMO,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,JIRÓN SAN MARTIN NÚMERO 604 PISO 2 INTERIOR 201 DISTRITO LIMA PROVINCIA LIMA DEPARTAMENTO LIMA,-77.0720858,-12.08964452,1281;
23918,25518,I-1,DENTAL PARRA,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,JIRÓN Coronel Zegarra NÚMERO 909 URBANIZACIÓN Fundo Oya DISTRITO JESUS MARIA PROVINCIA LIMA DEPARTAMENTO LIMA,-77.0446447,-12.0763147,1293;
23920,25520,I-1,CARIDENT,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,AVENIDA CONTRALMIRANTE AURELIO GARCIA Y GARCIA NÚMERO 1265 PISO 1 URBANIZACIÓN LOS CIPRESES DISTRITO LIMA PROVINCIA LIMA DEPARTAMENTO LIMA,-77.0740584,-12.0524066,1281;
23921,25521,I-2,CONSULTORIO VIRGEN DEL CARMEN,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,AVENIDA JOSÉ LEAL NÚMERO 622 PISO 2 DISTRITO LINCE PROVINCIA LIMA DEPARTAMENTO LIMA,-77.04001934,-12.08533758,1296;
"23987,25588,I-1,""CONSULTORIO ODONTOLÓGICO """"SENDA"""""",LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,PASAJE DURAND BERNALES NÚMERO 126 PISO 1 URBANIZACIÓN BARRIO MÉDICO DE SURQUILLO DISTRITO SURQUILLO PROVINCIA LIMA DEPARTAMENTO LIMA,-77.0190228,-12.1157347,1321";
23988,25589,I-1,NEODENT,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,JIRÓN MORONA NÚMERO 664 DISTRITO BREÑA PROVINCIA LIMA DEPARTAMENTO LIMA,-77.0513067,-12.0548589,1285;
23990,25591,II-1,CLÍNICA BMT - BIENESTAR MEDICO Y TECNOLOGÍA,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,AVENIDA GUARDIA CIVIL NÚMERO 368 URBANIZACIÓN CORPAC DISTRITO SAN ISIDRO PROVINCIA LIMA DEPARTAMENTO LIMA,-77.00903289,-12.09198161,1311;
23993,25594,I-2,CENTRO COMUNITARIO DE APOYO A LA FELICIDAD,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,PROLONGACIÓN Quito NÚMERO 2484 PISO 1 DISTRITO JESUS MARIA PROVINCIA LIMA DEPARTAMENTO LIMA,-77.0578473,-12.08475572,1293;
